Market,Customer,Business Segment,Category,Model,Color,SalesDate,SalesPeriod,ListPrice,UnitPrice,OrderQty,Sales Amount
Southwest,Sturdy Toys,Components,Mountain Frames,LL Mountain Frame,Silver,08/13/09,08/01/09,$264,$158,2,$317
Southwest,Sturdy Toys,Components,Mountain Frames,HL Mountain Frame,Silver,08/03/09,08/01/09,"$1,365",$819,2,"$1,637"
Southwest,Sturdy Toys,Bikes,Mountain Bikes,Mountain-200,Silver,08/02/09,08/01/09,"$2,320","$1,392",4,"$5,568"
Southwest,Sturdy Toys,Components,Mountain Frames,ML Mountain Frame-W,Silver,08/28/09,08/01/09,$364,$218,2,$437
Southwest,Sturdy Toys,Clothing,Shorts,Women's Mountain Shorts,Black,08/24/09,08/01/09,$70,$38,16,$616
Southwest,Sturdy Toys,Components,Saddles,LL Mountain Seat/Saddle 2,,08/29/09,08/01/09,$27,$16,3,$49
Southwest,Sturdy Toys,Components,Handlebars,LL Mountain Handlebars,,08/13/09,08/01/09,$45,$27,4,$107
Southwest,Sturdy Toys,Components,Pedals,LL Mountain Pedal,Silver/Black,08/27/09,08/01/09,$40,$24,3,$73
Southwest,Sturdy Toys,Components,Mountain Frames,LL Mountain Frame,Black,08/28/09,08/01/09,$250,$150,3,$450
Southwest,Sturdy Toys,Clothing,Shorts,Women's Mountain Shorts,Black,08/16/09,08/01/09,$70,$42,2,$84
Northeast,Executive Gift Store,Bikes,Mountain Bikes,Mountain-500,Silver,08/24/09,08/01/09,$565,$339,2,$678
Northeast,Executive Gift Store,Components,Mountain Frames,HL Mountain Frame,Silver,08/28/09,08/01/09,"$1,365",$819,1,$819
Northeast,Executive Gift Store,Components,Mountain Frames,LL Mountain Frame,Silver,08/11/09,08/01/09,$264,$158,2,$317
Northeast,Executive Gift Store,Components,Bottom Brackets,HL Bottom Bracket,,08/10/09,08/01/09,$121,$73,1,$73
Southwest,Big Cycle Mall,Components,Saddles,LL Touring Seat/Saddle,,08/18/09,08/01/09,$27,$16,1,$16
Southwest,Big Cycle Mall,Bikes,Touring Bikes,Touring-1000,Yellow,08/24/09,08/01/09,"$2,384",$954,1,$954
Southwest,Big Cycle Mall,Components,Touring Frames,LL Touring Frame,Blue,08/14/09,08/01/09,$333,$200,1,$200
Southwest,Big Cycle Mall,Bikes,Touring Bikes,Touring-1000,Blue,08/20/09,08/01/09,"$2,384","$1,430",3,"$4,291"
Northwest,Brightwork Company,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,08/24/09,08/01/09,$54,$32,5,$162
Northwest,Brightwork Company,Clothing,Gloves,Half-Finger Gloves,Black,08/20/09,08/01/09,$24,$15,2,$29
Northwest,Brightwork Company,Bikes,Mountain Bikes,Mountain-200,Black,08/03/09,08/01/09,"$2,295","$1,377",2,"$2,754"
Northwest,Brightwork Company,Accessories,Helmets,Sport-100,Black,08/25/09,08/01/09,$35,$21,1,$21
Northwest,Brightwork Company,Clothing,Caps,Cycling Cap,Multi,08/23/09,08/01/09,$9,$5,3,$16
Northwest,Brightwork Company,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,08/15/09,08/01/09,$50,$30,4,$120
Northwest,Brightwork Company,Accessories,Hydration Packs,Hydration Pack,Silver,08/11/09,08/01/09,$55,$33,2,$66
Northwest,Brightwork Company,Accessories,Bottles and Cages,Water Bottle,,08/23/09,08/01/09,$5,$3,6,$18
Northwest,Brightwork Company,Components,Handlebars,ML Mountain Handlebars,,08/10/09,08/01/09,$62,$37,2,$74
Northwest,Brightwork Company,Clothing,Shorts,Women's Mountain Shorts,Black,08/30/09,08/01/09,$70,$42,3,$126
Northwest,Brightwork Company,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,08/31/09,08/01/09,$54,$32,3,$97
Northwest,Brightwork Company,Accessories,Helmets,Sport-100,Red,08/05/09,08/01/09,$35,$21,3,$63
Northwest,Brightwork Company,Accessories,Helmets,Sport-100,Blue,08/07/09,08/01/09,$35,$21,3,$63
Northwest,Brightwork Company,Accessories,Bike Racks,Hitch Rack - 4-Bike,,08/11/09,08/01/09,$120,$72,5,$360
Northwest,Brightwork Company,Clothing,Vests,Classic Vest,Blue,08/11/09,08/01/09,$64,$38,6,$229
Northwest,Brightwork Company,Components,Saddles,HL Mountain Seat/Saddle 2,,08/11/09,08/01/09,$53,$32,1,$32
Northwest,Brightwork Company,Clothing,Shorts,Women's Mountain Shorts,Black,08/03/09,08/01/09,$70,$42,3,$126
Northwest,Brightwork Company,Accessories,Cleaners,Bike Wash,,08/14/09,08/01/09,$8,$5,4,$19
Northwest,Brightwork Company,Clothing,Shorts,Women's Mountain Shorts,Black,08/07/09,08/01/09,$70,$42,4,$168
Southeast,Consolidated Sales,Clothing,Vests,Classic Vest,Blue,08/21/09,08/01/09,$64,$38,4,$152
Southeast,Consolidated Sales,Clothing,Shorts,Women's Mountain Shorts,Black,08/16/09,08/01/09,$70,$38,18,$693
Southeast,Consolidated Sales,Clothing,Shorts,Women's Mountain Shorts,Black,08/16/09,08/01/09,$70,$38,15,$577
Southeast,Consolidated Sales,Components,Pedals,LL Mountain Pedal,Silver/Black,08/31/09,08/01/09,$40,$24,4,$97
Southeast,Consolidated Sales,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,08/23/09,08/01/09,$50,$30,3,$90
Southeast,Consolidated Sales,Accessories,Cleaners,Bike Wash,,08/07/09,08/01/09,$8,$5,3,$14
Southeast,Consolidated Sales,Accessories,Helmets,Sport-100,Blue,08/21/09,08/01/09,$35,$21,4,$84
Southeast,Consolidated Sales,Components,Saddles,HL Mountain Seat/Saddle 2,,08/27/09,08/01/09,$53,$32,4,$126
Southeast,Consolidated Sales,Clothing,Vests,Classic Vest,Blue,08/18/09,08/01/09,$64,$38,4,$152
Southeast,Consolidated Sales,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,08/17/09,08/01/09,$54,$32,2,$65
Southeast,Consolidated Sales,Accessories,Helmets,Sport-100,Red,08/13/09,08/01/09,$35,$21,5,$105
Southeast,Consolidated Sales,Accessories,Bottles and Cages,Water Bottle,,08/02/09,08/01/09,$5,$3,2,$6
Southeast,Consolidated Sales,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,08/17/09,08/01/09,$54,$32,2,$65
Southeast,Consolidated Sales,Accessories,Bike Racks,Hitch Rack - 4-Bike,,08/07/09,08/01/09,$120,$72,2,$144
Southeast,Consolidated Sales,Components,Handlebars,ML Mountain Handlebars,,08/28/09,08/01/09,$62,$37,2,$74
Southeast,Consolidated Sales,Accessories,Hydration Packs,Hydration Pack,Silver,08/15/09,08/01/09,$55,$33,3,$99
Southeast,Consolidated Sales,Components,Pedals,HL Mountain Pedal,Silver/Black,08/28/09,08/01/09,$81,$49,2,$97
Southeast,Consolidated Sales,Clothing,Gloves,Half-Finger Gloves,Black,08/10/09,08/01/09,$24,$15,5,$73
Southeast,Consolidated Sales,Clothing,Caps,Cycling Cap,Multi,08/05/09,08/01/09,$9,$5,5,$27
Southeast,Consolidated Sales,Accessories,Helmets,Sport-100,Black,08/25/09,08/01/09,$35,$21,4,$84
Southeast,Consolidated Sales,Components,Mountain Frames,ML Mountain Frame-W,Silver,08/06/09,08/01/09,$364,$218,5,"$1,092"
Northeast,Super Sports Store,Components,Handlebars,LL Road Handlebars,,08/10/09,08/01/09,$45,$27,1,$27
Northeast,Super Sports Store,Clothing,Socks,Racing Socks,White,08/03/09,08/01/09,$9,$5,1,$5
Northwest,Thorough Parts and Repair Services,Accessories,Helmets,Sport-100,Blue,08/18/09,08/01/09,$35,$21,5,$105
Northwest,Thorough Parts and Repair Services,Accessories,Bottles and Cages,Water Bottle,,08/28/09,08/01/09,$5,$3,4,$12
Northwest,Thorough Parts and Repair Services,Components,Road Frames,LL Road Frame,Black,08/04/09,08/01/09,$337,$202,5,"$1,012"
Northwest,Thorough Parts and Repair Services,Components,Road Frames,ML Road Frame-W,Yellow,08/31/09,08/01/09,$595,$357,2,$714
Northwest,Thorough Parts and Repair Services,Components,Road Frames,HL Road Frame,Red,08/15/09,08/01/09,"$1,432",$859,4,"$3,436"
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-250,Black,08/09/09,08/01/09,"$2,443","$1,466",6,"$8,796"
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-350-W,Yellow,08/16/09,08/01/09,"$1,701","$1,021",3,"$3,062"
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-550-W,Yellow,08/03/09,08/01/09,"$1,120",$672,9,"$6,051"
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-550-W,Yellow,08/12/09,08/01/09,"$1,120",$672,6,"$4,034"
Northwest,Thorough Parts and Repair Services,Components,Pedals,LL Road Pedal,Silver/Black,08/05/09,08/01/09,$40,$24,5,$121
Northwest,Thorough Parts and Repair Services,Components,Pedals,ML Road Pedal,Silver/Black,08/15/09,08/01/09,$62,$37,4,$149
Northwest,Thorough Parts and Repair Services,Accessories,Hydration Packs,Hydration Pack,Silver,08/21/09,08/01/09,$55,$33,7,$231
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-250,Black,08/23/09,08/01/09,"$2,443","$1,466",7,"$10,262"
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-350-W,Yellow,08/06/09,08/01/09,"$1,701","$1,021",4,"$4,082"
Northwest,Thorough Parts and Repair Services,Accessories,Helmets,Sport-100,Red,08/21/09,08/01/09,$35,$21,1,$21
Northwest,Thorough Parts and Repair Services,Components,Road Frames,HL Road Frame,Red,08/23/09,08/01/09,"$1,432",$859,3,"$2,577"
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-250,Black,08/08/09,08/01/09,"$2,443","$1,466",4,"$5,864"
Northwest,Thorough Parts and Repair Services,Components,Road Frames,ML Road Frame-W,Yellow,08/22/09,08/01/09,$595,$357,4,"$1,428"
Northwest,Thorough Parts and Repair Services,Components,Road Frames,ML Road Frame-W,Yellow,08/05/09,08/01/09,$595,$357,6,"$2,141"
Northwest,Thorough Parts and Repair Services,Components,Pedals,HL Road Pedal,Silver/Black,08/26/09,08/01/09,$81,$49,9,$437
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-750,Black,08/08/09,08/01/09,$540,$324,6,"$1,944"
Northwest,Thorough Parts and Repair Services,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,08/06/09,08/01/09,$50,$30,5,$150
Northwest,Thorough Parts and Repair Services,Clothing,Gloves,Half-Finger Gloves,Black,08/09/09,08/01/09,$24,$15,8,$118
Northwest,Thorough Parts and Repair Services,Clothing,Vests,Classic Vest,Blue,08/26/09,08/01/09,$64,$37,13,$479
Northwest,Thorough Parts and Repair Services,Accessories,Cleaners,Bike Wash,,08/04/09,08/01/09,$8,$5,9,$43
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-350-W,Yellow,08/10/09,08/01/09,"$1,701","$1,021",5,"$5,103"
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-550-W,Yellow,08/16/09,08/01/09,"$1,120",$650,11,"$7,149"
Northwest,Thorough Parts and Repair Services,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,08/17/09,08/01/09,$50,$30,2,$60
Northwest,Thorough Parts and Repair Services,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,08/16/09,08/01/09,$54,$31,12,$376
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-250,Black,08/26/09,08/01/09,"$2,443","$1,466",9,"$13,194"
Northwest,Thorough Parts and Repair Services,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,08/06/09,08/01/09,$54,$32,1,$32
Northwest,Thorough Parts and Repair Services,Accessories,Helmets,Sport-100,Black,08/16/09,08/01/09,$35,$21,4,$84
Northwest,Thorough Parts and Repair Services,Clothing,Socks,Racing Socks,White,08/27/09,08/01/09,$9,$5,10,$54
Northwest,Thorough Parts and Repair Services,Components,Road Frames,LL Road Frame,Black,08/26/09,08/01/09,$337,$202,4,$809
Northwest,Thorough Parts and Repair Services,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,08/15/09,08/01/09,$54,$32,5,$162
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-750,Black,08/26/09,08/01/09,$540,$324,5,"$1,620"
Northwest,Thorough Parts and Repair Services,Accessories,Bike Racks,Hitch Rack - 4-Bike,,08/02/09,08/01/09,$120,$72,4,$288
Northwest,Thorough Parts and Repair Services,Clothing,Vests,Classic Vest,Blue,08/24/09,08/01/09,$64,$38,6,$229
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-750,Black,08/06/09,08/01/09,$540,$324,4,"$1,296"
Northwest,Thorough Parts and Repair Services,Components,Saddles,HL Road Seat/Saddle 2,,08/22/09,08/01/09,$53,$32,5,$158
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-250,Red,08/13/09,08/01/09,"$2,443","$1,466",3,"$4,398"
Northwest,Thorough Parts and Repair Services,Clothing,Gloves,Half-Finger Gloves,Black,08/04/09,08/01/09,$24,$15,3,$44
Northwest,Thorough Parts and Repair Services,Components,Handlebars,HL Road Handlebars,,08/11/09,08/01/09,$120,$72,4,$289
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-550-W,Yellow,08/07/09,08/01/09,"$1,120",$672,6,"$4,034"
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-750,Black,08/29/09,08/01/09,$540,$324,8,"$2,592"
Northwest,Thorough Parts and Repair Services,Clothing,Caps,Cycling Cap,Multi,08/15/09,08/01/09,$9,$5,6,$32
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-550-W,Yellow,08/23/09,08/01/09,"$1,120",$672,4,"$2,689"
Northwest,Thorough Parts and Repair Services,Components,Road Frames,HL Road Frame,Black,08/12/09,08/01/09,"$1,432",$859,3,"$2,577"
Northwest,Thorough Parts and Repair Services,Clothing,Socks,Racing Socks,White,08/24/09,08/01/09,$9,$5,14,$73
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-350-W,Yellow,08/23/09,08/01/09,"$1,701","$1,021",8,"$8,165"
Southwest,Satin Finish Company,Components,Derailleurs,Rear Derailleur,Silver,08/16/09,08/01/09,$121,$73,2,$146
Southwest,Satin Finish Company,Bikes,Mountain Bikes,Mountain-500,Black,08/19/09,08/01/09,$540,$324,5,"$1,620"
Southwest,Satin Finish Company,Components,Mountain Frames,ML Mountain Frame-W,Silver,08/21/09,08/01/09,$364,$218,3,$655
Southwest,Satin Finish Company,Components,Cranksets,LL Crankset,Black,08/04/09,08/01/09,$175,$105,5,$526
Southwest,Satin Finish Company,Components,Mountain Frames,LL Mountain Frame,Black,08/25/09,08/01/09,$250,$150,1,$150
Southwest,Satin Finish Company,Components,Saddles,LL Mountain Seat/Saddle 2,,08/26/09,08/01/09,$27,$16,1,$16
Southwest,Satin Finish Company,Components,Mountain Frames,HL Mountain Frame,Silver,08/04/09,08/01/09,"$1,365",$819,2,"$1,637"
Southwest,Satin Finish Company,Bikes,Mountain Bikes,Mountain-500,Black,08/18/09,08/01/09,$540,$324,2,$648
Southwest,Satin Finish Company,Components,Mountain Frames,ML Mountain Frame-W,Silver,08/24/09,08/01/09,$364,$218,1,$218
Southwest,Satin Finish Company,Components,Mountain Frames,LL Mountain Frame,Black,08/17/09,08/01/09,$250,$150,4,$599
Southwest,Satin Finish Company,Bikes,Mountain Bikes,Mountain-500,Silver,08/19/09,08/01/09,$565,$339,4,"$1,356"
Southwest,Satin Finish Company,Components,Mountain Frames,ML Mountain Frame-W,Silver,08/11/09,08/01/09,$364,$218,4,$874
Southwest,Satin Finish Company,Clothing,Shorts,Women's Mountain Shorts,Black,08/21/09,08/01/09,$70,$42,6,$252
Southwest,Satin Finish Company,Clothing,Shorts,Women's Mountain Shorts,Black,08/12/09,08/01/09,$70,$42,1,$42
Southwest,Satin Finish Company,Components,Derailleurs,Front Derailleur,Silver,08/16/09,08/01/09,$91,$55,6,$329
Southwest,Satin Finish Company,Components,Mountain Frames,LL Mountain Frame,Black,08/22/09,08/01/09,$250,$150,1,$150
Southwest,Satin Finish Company,Components,Handlebars,HL Mountain Handlebars,,08/19/09,08/01/09,$120,$72,1,$72
Southwest,Satin Finish Company,Components,Pedals,LL Mountain Pedal,Silver/Black,08/28/09,08/01/09,$40,$24,5,$121
Southwest,Satin Finish Company,Components,Cranksets,HL Crankset,Black,08/19/09,08/01/09,$405,$243,2,$486
Southwest,Satin Finish Company,Components,Mountain Frames,ML Mountain Frame-W,Silver,08/10/09,08/01/09,$364,$218,6,"$1,311"
Southwest,Satin Finish Company,Components,Handlebars,LL Mountain Handlebars,,08/21/09,08/01/09,$45,$27,2,$53
Southwest,Satin Finish Company,Components,Brakes,Front Brakes,Silver,08/23/09,08/01/09,$107,$64,2,$128
Southwest,Satin Finish Company,Components,Saddles,HL Mountain Seat/Saddle 2,,08/16/09,08/01/09,$53,$32,1,$32
Southwest,Satin Finish Company,Components,Mountain Frames,HL Mountain Frame,Silver,08/08/09,08/01/09,"$1,365",$819,1,$819
Southwest,Satin Finish Company,Components,Brakes,Rear Brakes,Silver,08/25/09,08/01/09,$107,$64,4,$256
Southwest,Satin Finish Company,Components,Mountain Frames,LL Mountain Frame,Black,08/24/09,08/01/09,$250,$150,5,$749
Southwest,Satin Finish Company,Components,Mountain Frames,HL Mountain Frame,Black,08/22/09,08/01/09,"$1,350",$810,2,"$1,620"
Southwest,Satin Finish Company,Bikes,Mountain Bikes,Mountain-200,Black,08/26/09,08/01/09,"$2,295","$1,377",2,"$2,754"
Southwest,Satin Finish Company,Components,Chains,Chain,Silver,08/28/09,08/01/09,$20,$12,4,$49
Southwest,Satin Finish Company,Components,Pedals,ML Mountain Pedal,Silver/Black,08/31/09,08/01/09,$62,$37,1,$37
Southwest,Satin Finish Company,Components,Mountain Frames,LL Mountain Frame,Silver,08/21/09,08/01/09,$264,$158,7,"$1,109"
Southwest,Satin Finish Company,Bikes,Mountain Bikes,Mountain-500,Silver,08/20/09,08/01/09,$565,$339,1,$339
Southwest,Satin Finish Company,Components,Pedals,HL Mountain Pedal,Silver/Black,08/04/09,08/01/09,$81,$49,2,$97
Southwest,Satin Finish Company,Bikes,Mountain Bikes,Mountain-200,Black,08/02/09,08/01/09,"$2,295","$1,377",3,"$4,131"
Southwest,Satin Finish Company,Components,Mountain Frames,LL Mountain Frame,Silver,08/20/09,08/01/09,$264,$158,2,$317
Southwest,Satin Finish Company,Bikes,Mountain Bikes,Mountain-400-W,Silver,08/09/09,08/01/09,$769,$462,2,$923
Southwest,Satin Finish Company,Components,Mountain Frames,HL Mountain Frame,Silver,08/07/09,08/01/09,"$1,365",$819,2,"$1,637"
Southwest,Satin Finish Company,Components,Mountain Frames,LL Mountain Frame,Silver,08/12/09,08/01/09,$264,$158,7,"$1,109"
Southwest,Satin Finish Company,Components,Mountain Frames,LL Mountain Frame,Black,08/23/09,08/01/09,$250,$150,8,"$1,199"
Southwest,Satin Finish Company,Components,Mountain Frames,LL Mountain Frame,Silver,08/02/09,08/01/09,$264,$158,1,$158
Southwest,Satin Finish Company,Components,Bottom Brackets,LL Bottom Bracket,,08/16/09,08/01/09,$54,$32,2,$65
Southwest,Satin Finish Company,Components,Bottom Brackets,HL Bottom Bracket,,08/15/09,08/01/09,$121,$73,5,$364
Southwest,Satin Finish Company,Bikes,Mountain Bikes,Mountain-500,Silver,08/09/09,08/01/09,$565,$339,2,$678
Southwest,Satin Finish Company,Bikes,Mountain Bikes,Mountain-200,Silver,08/01/09,08/01/09,"$2,320","$1,392",2,"$2,784"
Southwest,Satin Finish Company,Bikes,Mountain Bikes,Mountain-500,Silver,08/07/09,08/01/09,$565,$339,3,"$1,017"
Southwest,Sheet Metal Manufacturing,Clothing,Vests,Classic Vest,Blue,08/31/09,08/01/09,$64,$38,3,$114
Southwest,Sheet Metal Manufacturing,Components,Road Frames,HL Road Frame,Black,08/19/09,08/01/09,"$1,432",$859,1,$859
Southwest,Sheet Metal Manufacturing,Bikes,Road Bikes,Road-250,Red,08/29/09,08/01/09,"$2,443","$1,466",3,"$4,398"
Southwest,Sheet Metal Manufacturing,Clothing,Caps,Cycling Cap,Multi,08/14/09,08/01/09,$9,$5,4,$22
Southwest,Sheet Metal Manufacturing,Bikes,Road Bikes,Road-250,Black,08/21/09,08/01/09,"$2,443","$1,466",3,"$4,398"
Southwest,Sheet Metal Manufacturing,Components,Saddles,HL Road Seat/Saddle 2,,08/06/09,08/01/09,$53,$32,2,$63
Southwest,Sheet Metal Manufacturing,Components,Pedals,LL Road Pedal,Silver/Black,08/02/09,08/01/09,$40,$24,2,$49
Southwest,Sheet Metal Manufacturing,Bikes,Road Bikes,Road-250,Black,08/08/09,08/01/09,"$2,443","$1,466",4,"$5,864"
Southwest,Sheet Metal Manufacturing,Bikes,Road Bikes,Road-350-W,Yellow,08/08/09,08/01/09,"$1,701","$1,021",4,"$4,082"
Southwest,Sheet Metal Manufacturing,Bikes,Road Bikes,Road-750,Black,08/18/09,08/01/09,$540,$324,3,$972
Southwest,Sheet Metal Manufacturing,Accessories,Hydration Packs,Hydration Pack,Silver,08/09/09,08/01/09,$55,$33,7,$231
Southwest,Sheet Metal Manufacturing,Bikes,Road Bikes,Road-250,Black,08/04/09,08/01/09,"$2,443","$1,466",6,"$8,796"
Southwest,Sheet Metal Manufacturing,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,08/30/09,08/01/09,$54,$32,6,$194
Southwest,Sheet Metal Manufacturing,Bikes,Road Bikes,Road-550-W,Yellow,08/03/09,08/01/09,"$1,120",$672,3,"$2,017"
Southwest,Sheet Metal Manufacturing,Bikes,Road Bikes,Road-550-W,Yellow,08/16/09,08/01/09,"$1,120",$672,5,"$3,361"
Southwest,Sheet Metal Manufacturing,Components,Handlebars,LL Road Handlebars,,08/20/09,08/01/09,$45,$27,2,$53
Southwest,Sheet Metal Manufacturing,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,08/21/09,08/01/09,$54,$32,7,$227
Southwest,Sheet Metal Manufacturing,Accessories,Helmets,Sport-100,Red,08/31/09,08/01/09,$35,$21,5,$105
Southwest,Sheet Metal Manufacturing,Clothing,Vests,Classic Vest,Blue,08/20/09,08/01/09,$64,$37,14,$516
Southwest,Sheet Metal Manufacturing,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,08/23/09,08/01/09,$54,$32,10,$324
Southwest,Sheet Metal Manufacturing,Accessories,Tires and Tubes,Patch kit,,08/05/09,08/01/09,$2,$1,2,$3
Southwest,Sheet Metal Manufacturing,Accessories,Bottles and Cages,Water Bottle,,08/09/09,08/01/09,$5,$3,4,$12
Southwest,Sheet Metal Manufacturing,Components,Pedals,ML Road Pedal,Silver/Black,08/06/09,08/01/09,$62,$37,4,$149
Southwest,Sheet Metal Manufacturing,Components,Road Frames,LL Road Frame,Black,08/10/09,08/01/09,$337,$202,2,$405
Southwest,Sheet Metal Manufacturing,Accessories,Bike Racks,Hitch Rack - 4-Bike,,08/16/09,08/01/09,$120,$72,8,$576
Southwest,Sheet Metal Manufacturing,Bikes,Road Bikes,Road-350-W,Yellow,08/24/09,08/01/09,"$1,701","$1,021",3,"$3,062"
Southwest,Sheet Metal Manufacturing,Bikes,Road Bikes,Road-250,Black,08/08/09,08/01/09,"$2,443","$1,466",4,"$5,864"
Southwest,Sheet Metal Manufacturing,Accessories,Helmets,Sport-100,Black,08/24/09,08/01/09,$35,$21,2,$42
Southwest,Sheet Metal Manufacturing,Components,Road Frames,ML Road Frame-W,Yellow,08/28/09,08/01/09,$595,$357,2,$714
Southwest,Sheet Metal Manufacturing,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,08/15/09,08/01/09,$50,$30,6,$180
Southwest,Sheet Metal Manufacturing,Bikes,Road Bikes,Road-750,Black,08/17/09,08/01/09,$540,$324,3,$972
Southwest,Sheet Metal Manufacturing,Clothing,Gloves,Half-Finger Gloves,Black,08/28/09,08/01/09,$24,$15,4,$59
Southwest,Sheet Metal Manufacturing,Clothing,Socks,Racing Socks,White,08/17/09,08/01/09,$9,$5,24,$119
Southwest,Sheet Metal Manufacturing,Components,Road Frames,ML Road Frame-W,Yellow,08/17/09,08/01/09,$595,$357,4,"$1,428"
Southwest,Sheet Metal Manufacturing,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,08/10/09,08/01/09,$50,$30,4,$120
Southwest,Sheet Metal Manufacturing,Bikes,Road Bikes,Road-750,Black,08/13/09,08/01/09,$540,$324,8,"$2,592"
Southwest,Sheet Metal Manufacturing,Components,Handlebars,HL Road Handlebars,,08/29/09,08/01/09,$120,$72,1,$72
Southwest,Sheet Metal Manufacturing,Clothing,Gloves,Half-Finger Gloves,Black,08/12/09,08/01/09,$24,$15,3,$44
Southwest,Sheet Metal Manufacturing,Bikes,Road Bikes,Road-350-W,Yellow,08/04/09,08/01/09,"$1,701","$1,021",3,"$3,062"
Southwest,Sheet Metal Manufacturing,Components,Pedals,HL Road Pedal,Silver/Black,08/21/09,08/01/09,$81,$49,3,$146
Southwest,Sheet Metal Manufacturing,Bikes,Road Bikes,Road-550-W,Yellow,08/17/09,08/01/09,"$1,120",$672,4,"$2,689"
Southwest,Sheet Metal Manufacturing,Components,Road Frames,ML Road Frame-W,Yellow,08/25/09,08/01/09,$595,$357,3,"$1,071"
Southwest,Sheet Metal Manufacturing,Bikes,Road Bikes,Road-750,Black,08/24/09,08/01/09,$540,$324,4,"$1,296"
Southwest,Sheet Metal Manufacturing,Components,Road Frames,HL Road Frame,Red,08/07/09,08/01/09,"$1,432",$859,1,$859
Southwest,Sheet Metal Manufacturing,Components,Road Frames,HL Road Frame,Red,08/15/09,08/01/09,"$1,432",$859,3,"$2,577"
Southwest,Sheet Metal Manufacturing,Clothing,Socks,Racing Socks,White,08/12/09,08/01/09,$9,$5,9,$49
Southwest,Sheet Metal Manufacturing,Bikes,Road Bikes,Road-550-W,Yellow,08/11/09,08/01/09,"$1,120",$672,3,"$2,017"
Southwest,Sheet Metal Manufacturing,Bikes,Road Bikes,Road-350-W,Yellow,08/15/09,08/01/09,"$1,701","$1,021",1,"$1,021"
Southwest,Sheet Metal Manufacturing,Accessories,Helmets,Sport-100,Blue,08/03/09,08/01/09,$35,$21,8,$168
Southwest,Sheet Metal Manufacturing,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,08/11/09,08/01/09,$50,$30,6,$180
Southwest,Sheet Metal Manufacturing,Accessories,Cleaners,Bike Wash,,08/10/09,08/01/09,$8,$5,1,$5
Southwest,Sheet Metal Manufacturing,Components,Road Frames,LL Road Frame,Black,08/15/09,08/01/09,$337,$202,2,$405
Southwest,Sheet Metal Manufacturing,Bikes,Road Bikes,Road-550-W,Yellow,08/11/09,08/01/09,"$1,120",$672,6,"$4,034"
Southeast,Leading Bike Distributors,Bikes,Road Bikes,Road-350-W,Yellow,08/07/09,08/01/09,"$1,701","$1,021",1,"$1,021"
Southeast,Leading Bike Distributors,Accessories,Cleaners,Bike Wash,,08/10/09,08/01/09,$8,$5,2,$10
Southeast,Leading Bike Distributors,Accessories,Bike Racks,Hitch Rack - 4-Bike,,08/03/09,08/01/09,$120,$72,3,$216
Southeast,Leading Bike Distributors,Components,Pedals,LL Road Pedal,Silver/Black,08/24/09,08/01/09,$40,$24,5,$121
Southeast,Leading Bike Distributors,Clothing,Caps,Cycling Cap,Multi,08/25/09,08/01/09,$9,$5,4,$22
Southeast,Leading Bike Distributors,Components,Road Frames,LL Road Frame,Black,08/27/09,08/01/09,$337,$202,3,$607
